original_language,original_title,popularity,release_date,vote_average,vote_count,runtime_minutes,genres,averagerating,numvotes
en,La tropa de trapo en el país donde siempre brilla el sol,1.574,9,7.0,1,74.0,Animation,5.8,46
en,Famine,1.574,1,3.1,7,77.0,"Comedy,Horror",3.3,421
en,Low Fidelity,1.571,1,4.6,12,99.0,Drama,6.1,111
en,25 Hill,1.569,1,6.4,10,108.0,Drama,6.2,179
en,Occupied,1.554,1,6.2,3,88.0,Thriller,3.1,110
en,Trippin',1.554,1,3.5,3,88.0,"Comedy,Horror",4.4,64
en,Decisions,1.551,5,3.0,3,89.0,"Action,Crime,Drama",3.6,209
en,Decisions,1.551,5,3.0,3,107.0,Drama,5.0,23
en,It's Such a Beautiful Day,1.549,11,8.1,34,62.0,"Animation,Comedy,Drama",8.3,9099
en,It's Such a Beautiful Day,3.85,8,8.2,59,62.0,"Animation,Comedy,Drama",8.3,9099
en,Coming & Going,1.546,7,6.3,9,92.0,"Comedy,Romance",5.4,628
fr,Benda Bilili!,1.544,9,6.0,11,85.0,"Documentary,Music",7.5,732
en,Children of God,1.544,5,5.8,10,104.0,Drama,6.7,1140
en,Boggy Creek,1.541,9,2.9,10,87.0,Horror,3.2,642
en,Orcs!,1.537,8,4.1,19,78.0,"Action,Comedy,Fantasy",3.7,1346
en,Becoming Santa,1.53,3,7.3,6,97.0,"Comedy,Documentary,History",7.6,351
en,Becoming Santa,1.448,12,5.2,12,97.0,"Comedy,Documentary,History",7.6,351
en,Hit Man Returns: David Foster & Friends,1.518,3,7.0,4,154.0,"Documentary,Music",8.4,16
en,Elokuu,1.505,6,5.7,6,108.0,Drama,5.3,731
en,Termite: The Walls Have Eyes,1.504,6,3.2,5,75.0,"Action,Drama,Mystery",3.7,144
en,Adventures of Bailey: The Lost Puppy,1.501,8,4.9,4,90.0,Family,6.2,156
fr,Maniac,1.492,10,6.1,9,160.0,"Action,Horror,Thriller",4.8,5
fr,Maniac,1.492,10,6.1,9,89.0,"Horror,Thriller",6.1,32534
en,Maniac,6.666,6,6.0,471,160.0,"Action,Horror,Thriller",4.8,5
en,Maniac,6.666,6,6.0,471,89.0,"Horror,Thriller",6.1,32534
en,Cougar Hunting,1.49,4,2.9,15,102.0,"Comedy,Romance",3.7,1005
en,Scalene,1.489,6,4.9,7,97.0,"Crime,Drama,Thriller",6.0,677
fr,Viva Riva!,1.488,6,5.7,7,98.0,"Crime,Drama,Thriller",6.2,1054
en,About Fifty,1.487,11,4.5,4,88.0,Comedy,5.1,293
en,Shut Up Little Man! An Audio Misadventure,1.486,8,5.3,17,90.0,"Comedy,Documentary,Drama",6.7,1065
en,"Apocalypse, CA",1.478,12,4.5,6,88.0,"Adventure,Comedy,Fantasy",6.7,93
en,Becoming Chaz,1.475,1,5.2,5,80.0,"Biography,Documentary",6.4,310
en,Happy,1.472,4,7.2,36,76.0,"Documentary,Drama,Family",7.2,3014
en,Happy,1.472,4,7.2,36,100.0,"Comedy,Drama,Romance",5.0,174
en,Happy,1.472,4,7.2,36,78.0,Documentary,9.1,32
en,Happy,1.472,4,7.2,36,85.0,Documentary,7.5,54
en,Happy,1.4,7,5.0,3,76.0,"Documentary,Drama,Family",7.2,3014
en,Happy,1.4,7,5.0,3,100.0,"Comedy,Drama,Romance",5.0,174
en,Happy,1.4,7,5.0,3,78.0,Documentary,9.1,32
en,Happy,1.4,7,5.0,3,85.0,Documentary,7.5,54
en,The Fields,1.471,9,4.6,16,100.0,"Drama,Mystery,Thriller",4.4,1541
en,All Dark Places,1.467,1,3.5,5,85.0,"Horror,Thriller",3.0,220
en,The Key Man,1.463,2,3.7,3,80.0,"Crime,Drama,Thriller",5.6,263
fr,Kaydara,1.448,1,5.0,6,55.0,"Action,Sci-Fi",4.3,422
en,The Strange Ones,1.434,1,7.1,6,81.0,"Drama,Thriller",5.0,1947
en,The Strange Ones,1.74,1,5.8,39,81.0,"Drama,Thriller",5.0,1947
hi,Force,1.433,9,6.2,17,137.0,"Action,Thriller",6.4,6348
hi,Force,1.433,9,6.2,17,135.0,"Action,Drama",6.2,23
en,Scents and Sensibility,1.425,1,5.0,26,90.0,"Comedy,Drama,Romance",5.4,1229
ru,Beduin,1.423,11,4.0,5,90.0,"Action,Biography,Drama",6.5,205
en,Breaking and Entering,1.418,1,6.8,4,88.0,"Comedy,Documentary",7.4,87
en,InSight,1.417,9,5.0,15,92.0,"Drama,Mystery,Thriller",4.9,954
en,Narx,1.411,1,2.7,3,92.0,"Action,Crime,Drama",4.2,38
en,Love on a Leash,1.4,8,10.0,7,10.0,"Documentary,Family,Romance",9.7,25
en,The Littlest Angel,1.4,11,8.5,2,84.0,Animation,4.6,214
en,King George VI: The Man Behind the King's Speech,1.4,7,8.0,2,64.0,"Biography,History",6.9,51
en,Black Swan: Metamorphosis,1.4,3,7.5,4,49.0,Documentary,7.1,72
pt,Teus Olhos Meus,1.4,4,7.4,5,105.0,"Drama,Romance",6.9,285
en,The Loving Story,1.4,4,7.2,10,77.0,"Documentary,Drama,History",7.6,655
de,Villa Captive,1.4,1,7.1,4,79.0,"Crime,Drama,Thriller",3.8,292
en,Spy,1.4,8,7.0,1,110.0,"Action,Crime,Drama",6.6,78
en,Spy,1.4,8,7.0,1,119.0,"Action,Comedy,Crime",7.0,213908
en,Spy,12.54,6,6.8,3917,110.0,"Action,Crime,Drama",6.6,78
en,Spy,12.54,6,6.8,3917,119.0,"Action,Comedy,Crime",7.0,213908
en,Savage,1.4,7,7.0,2,86.0,"Horror,Sci-Fi,Thriller",4.2,169
en,Savage,1.4,7,7.0,2,100.0,"Comedy,Drama",8.5,46
en,Savage,1.4,7,7.0,2,80.0,Thriller,5.3,42
en,Oliver Sherman,1.4,5,7.0,4,82.0,"Drama,Thriller,War",6.5,233
en,Dirty Little Trick,1.4,11,6.8,8,88.0,"Crime,Thriller",3.7,484
en,Carl Panzram: The Spirit of Hatred and Vengeance,1.4,5,6.5,10,81.0,"Biography,Crime,Documentary",6.5,541
en,8:46,1.4,9,6.5,4,55.0,Drama,5.9,338
en,Kinyarwanda,1.4,1,6.3,4,100.0,"Drama,History,Romance",6.7,423
en,Marriage Retreat,1.4,8,6.1,6,90.0,"Comedy,Drama,Romance",5.5,488
en,Language of a Broken Heart,1.4,10,6.0,1,100.0,"Comedy,Romance",5.8,302
en,END:CIV,1.4,1,5.9,7,115.0,Documentary,7.8,140
de,Dreiviertelmond,1.4,11,5.6,10,94.0,"Comedy,Drama",7.0,713
en,Fly Away,1.4,7,5.6,5,85.0,Drama,6.3,326
fr,Billy Joel: Live at Shea Stadium,1.4,2,5.5,3,140.0,Music,8.5,30
it,Passione,1.4,6,5.5,4,90.0,"History,Music",7.0,443
en,Make Believe,1.4,5,5.3,3,88.0,Documentary,7.2,395
en,The Little Engine That Could,1.4,3,5.3,6,83.0,"Animation,Family",5.7,261
en,Wuss,1.4,3,5.0,1,97.0,Comedy,6.9,74
zh,10+10,1.4,4,5.0,1,114.0,Drama,5.6,311
en,Louder Than a Bomb,1.4,5,5.0,2,99.0,Documentary,7.5,349
ko,The Last Godfather,1.4,4,4.9,9,100.0,"Comedy,Crime,Romance",3.7,1071
nl,Isabelle,1.4,11,4.8,9,90.0,"Drama,Thriller",6.0,710
nl,Isabelle,1.4,11,4.8,9,81.0,"Horror,Thriller",4.5,265
en,Mayor Cupcake,1.4,7,4.8,2,86.0,"Comedy,Drama,Family",5.8,439
en,Trail of Blood,1.4,3,4.7,3,80.0,"Horror,Thriller",4.3,202
en,The Lion of Judah,1.4,6,4.5,3,87.0,Animation,3.8,511
en,Answers to Nothing,1.4,12,4.4,7,124.0,"Drama,Mystery,Romance",5.2,956
en,The Ideal,1.4,12,4.2,5,96.0,"Fantasy,Horror,Thriller",2.2,116
en,Hold Your Peace,1.4,12,4.2,3,99.0,"Comedy,Romance",4.4,188
en,Daylight,1.4,7,4.2,3,75.0,"Crime,Horror,Thriller",5.1,201
en,Daylight,1.4,7,4.2,3,97.0,"Drama,Horror,Mystery",4.1,397
en,The Flight of the Swan,1.4,3,4.0,1,94.0,Drama,4.9,137
en,He Loves Me,1.4,3,4.0,3,74.0,Drama,6.2,80
en,He Loves Me,0.6,3,6.0,1,74.0,Drama,6.2,80
ru,Slove,1.4,11,4.0,5,90.0,"Action,Thriller",3.6,223
en,Spiderhole,1.4,7,3.9,10,82.0,Horror,4.2,851
en,Blacktino,1.4,3,3.8,2,94.0,Comedy,5.9,135
en,"L.A., I Hate You",1.4,1,3.8,2,93.0,"Crime,Drama,Horror",3.7,192
tr,Session,1.4,5,3.8,2,89.0,Drama,2.7,139
en,Assassins' Code,1.4,10,3.0,2,90.0,"Action,Crime,Thriller",3.6,139
de,No Reason,1.4,11,2.5,4,70.0,Horror,4.2,399
en,Hell at My Heels,1.4,1,1.0,1,80.0,Western,1.1,102
en,Three Veils,1.397,4,6.0,1,117.0,Drama,6.7,211
en,Video Girl,1.395,10,7.0,5,95.0,Drama,5.6,643
en,Cut,1.392,9,3.9,6,87.0,"Horror,Mystery,Thriller",3.4,302
en,Cut,1.392,9,3.9,6,133.0,"Drama,Thriller",4.3,663
en,Cut,1.392,9,3.9,6,79.0,"Drama,Thriller",6.7,6
hi,Pairon Talle,1.389,1,5.0,1,99.0,"Drama,Mystery,Thriller",5.7,75
en,Solo,1.389,11,3.7,3,90.0,Comedy,6.9,21
en,Solo,1.389,11,3.7,3,152.0,Drama,6.6,296
en,Solo,1.389,11,3.7,3,83.0,"Mystery,Thriller",4.7,1098
en,Solo,1.389,11,3.7,3,76.0,Thriller,5.9,1306
en,Solo,1.389,11,3.7,3,154.0,"Action,Drama,Thriller",7.0,2358
en,Solo,1.389,11,3.7,3,91.0,"Adventure,Drama,Romance",4.9,1529
en,Solo,3.101,7,5.6,27,90.0,Comedy,6.9,21
en,Solo,3.101,7,5.6,27,152.0,Drama,6.6,296
en,Solo,3.101,7,5.6,27,83.0,"Mystery,Thriller",4.7,1098
en,Solo,3.101,7,5.6,27,76.0,Thriller,5.9,1306
en,Solo,3.101,7,5.6,27,154.0,"Action,Drama,Thriller",7.0,2358
en,Solo,3.101,7,5.6,27,91.0,"Adventure,Drama,Romance",4.9,1529
en,Bonsái,1.382,9,7.0,6,95.0,Drama,6.3,790
en,Rat Scratch Fever,1.378,2,4.0,1,90.0,"Horror,Sci-Fi",4.9,101
en,Olive,1.375,12,6.5,1,89.0,Family,6.1,61
en,The Advocate for Fagdom,1.375,11,5.0,1,91.0,Documentary,6.6,85
en,Kenneyville,1.374,1,7.0,1,85.0,Thriller,3.6,97
en,The Other F Word,1.363,11,6.7,23,98.0,"Comedy,Documentary,Drama",7.3,1766
en,Isle of Dogs,1.363,10,4.0,4,90.0,"Action,Crime,Thriller",3.8,494
en,Isle of Dogs,1.363,10,4.0,4,101.0,"Adventure,Animation,Comedy",7.9,108245
en,Isle of Dogs,16.954,3,7.9,1942,90.0,"Action,Crime,Thriller",3.8,494
en,Isle of Dogs,16.954,3,7.9,1942,101.0,"Adventure,Animation,Comedy",7.9,108245
en,Darwin,1.357,8,5.7,5,86.0,"Documentary,Drama,History",7.2,241
en,Darwin,1.357,8,5.7,5,94.0,Sci-Fi,5.8,80
en,Darwin,0.634,4,8.0,1,86.0,"Documentary,Drama,History",7.2,241
en,Darwin,0.634,4,8.0,1,94.0,Sci-Fi,5.8,80
en,Leave,1.354,5,6.5,8,84.0,"Drama,Thriller",5.9,718
es,Pastorela,1.354,12,6.0,11,88.0,"Comedy,Fantasy",6.2,843
en,Frankie,1.353,6,5.6,5,98.0,Drama,5.3,68
en,A Cadaver Christmas,1.348,4,5.2,13,85.0,"Comedy,Horror",4.8,650
en,The Mountie,1.338,7,4.6,8,81.0,"Drama,Western",4.7,501
en,Hide,1.335,12,4.4,4,84.0,"Horror,Thriller",2.5,188
en,Hide,0.6,10,2.0,1,84.0,"Horror,Thriller",2.5,188
fr,Derrière les murs,1.316,11,5.5,10,90.0,"Drama,Horror,Mystery",4.4,512
sv,Apflickorna,1.315,11,5.1,18,83.0,"Drama,Sport",5.5,2230
en,The Lie,1.3,11,5.6,5,80.0,Drama,5.0,578
en,My Sucky Teen Romance,1.294,3,6.0,8,77.0,"Comedy,Fantasy,Horror",5.1,410
en,Cameraman: The Life and Work of Jack Cardiff,1.285,5,7.3,12,86.0,"Biography,Documentary",7.8,1060
en,He's Mine Not Yours,1.274,12,7.8,4,104.0,"Comedy,Romance",5.1,353
de,Prinzessin Lillifee und das kleine Einhorn,1.274,1,5.3,2,72.0,Family,4.4,58
en,The Cost of Love,1.274,1,3.9,6,85.0,"Comedy,Drama,Romance",4.2,250
en,The Wise Kids,1.257,7,6.1,19,95.0,Drama,6.3,869
en,Films of Fury: The Kung Fu Movie Movie,1.256,1,6.1,7,80.0,"Documentary,History",6.6,262
en,Big in Bollywood,1.253,4,7.7,3,69.0,Documentary,7.7,97
en,Finding Mr. Wright,1.251,8,5.8,4,101.0,"Comedy,Romance",4.6,234
en,Sick Boy,1.246,12,4.0,11,90.0,"Horror,Thriller",3.7,637
en,Sexual Quest,1.245,9,10.0,1,85.0,Romance,6.9,37
en,Kingdom Come,1.244,1,8.0,1,87.0,"Documentary,Drama",7.6,123
en,Kingdom Come,1.244,1,8.0,1,97.0,Horror,4.4,1098
en,Kingdom Come,1.244,1,8.0,1,75.0,"Drama,Thriller",8.3,28
en,Cutback,1.244,5,6.6,5,87.0,Drama,5.5,238
en,Love Is All You Need?,1.242,3,5.6,11,121.0,Drama,5.9,762
en,Love Is All You Need?,1.63,3,6.4,17,121.0,Drama,5.9,762
fr,Nicostratos le pélican,1.241,11,6.9,17,92.0,"Comedy,Drama",7.0,1332
en,Good for Nothing,1.234,1,6.1,9,92.0,"Comedy,Thriller,Western",6.1,711
en,The Whale,1.231,9,5.5,11,85.0,Documentary,8.1,608
en,Extinction: The G.M.O. Chronicles,1.231,1,5.0,19,110.0,"Drama,Horror,Sci-Fi",4.6,1521
en,Rift,1.23,1,2.5,6,100.0,"Horror,Thriller",2.7,404
en,Monster Mutt,1.224,1,5.5,2,89.0,"Comedy,Family,Sci-Fi",3.7,275
en,Pelt,1.222,4,4.7,6,87.0,"Comedy,Horror",3.7,513
en,3 Times a Charm,1.221,1,5.4,16,87.0,Comedy,5.4,333
en,Exhumed,1.221,10,4.7,3,93.0,Horror,5.2,123
en,Love Etc.,1.219,7,6.5,2,94.0,"Documentary,Romance",5.9,112
ru,Mishen,1.218,7,6.3,8,158.0,"Drama,Sci-Fi",5.9,549
en,Yellow Rock,1.218,11,4.5,6,89.0,Western,4.6,434
en,Midnight Son,1.212,3,6.6,20,88.0,Horror,5.9,1656
en,Afghan Luke,1.208,9,5.4,9,100.0,"Drama,War",5.3,654
en,Ubaldo Terzani Horror Show,1.206,6,4.6,8,83.0,"Horror,Thriller",4.7,341
en,Pizza Man,1.205,6,6.0,3,90.0,"Action,Family,Sci-Fi",4.2,247
en,Pizza Man,1.205,6,6.0,3,90.0,"Action,Comedy",6.2,12
en,Joint Body,1.203,1,5.0,1,86.0,"Crime,Thriller",5.4,195
en,Behind Your Eyes,1.186,7,3.0,3,85.0,"Horror,Thriller",3.0,349
en,The Hustle,1.185,7,5.2,3,93.0,"Comedy,Crime",5.3,6577
en,Unhappy Birthday,1.185,6,4.0,3,89.0,"Drama,Horror,Mystery",3.7,207
en,A Holiday Heist,1.185,11,2.3,3,90.0,"Comedy,Family,Romance",4.4,275
en,The Absent,1.184,1,3.3,3,81.0,"Horror,Thriller",3.7,120
pl,Jak sie pozbyc cellulitu,1.179,3,4.8,6,106.0,Comedy,4.0,425
fr,Impardonnables,1.176,9,6.5,2,111.0,Drama,5.8,692
en,The Runway,1.176,12,5.3,3,101.0,Comedy,6.6,555
en,Nefarious: Merchant of Souls,1.173,7,10.0,1,96.0,Documentary,7.5,433
en,As If I Am Not There,1.173,4,6.8,7,109.0,Drama,7.2,985
en,Thrive: What on Earth Will it Take?,1.173,11,5.7,21,132.0,Documentary,6.8,2600
en,The Love Patient,1.171,5,5.2,7,95.0,"Comedy,Romance",5.3,403
en,Oka!,1.17,10,2.5,2,105.0,Drama,5.6,143
en,Skew,1.163,4,4.1,29,83.0,"Horror,Thriller",4.4,1813
en,Dark Girls,1.159,11,6.7,10,71.0,Documentary,7.7,477
en,Deep Gold,1.155,4,5.0,2,86.0,Action,3.3,315
en,Dragonslayer,1.155,11,4.5,2,74.0,Documentary,5.8,516
en,Fighting Fear,1.155,11,4.0,2,85.0,"Action,Documentary,Drama",7.4,81
en,Anthem,1.155,7,3.8,2,92.0,Drama,3.4,80
en,The Wereth Eleven,1.154,1,5.0,2,70.0,Action,6.1,159
en,Joe + Belle,1.151,7,6.5,9,80.0,"Comedy,Crime,Drama",4.9,267
en,Me Again,1.15,8,5.2,6,98.0,"Comedy,Drama",5.8,767
en,Fightville,1.143,3,6.0,6,85.0,"Documentary,Sport",6.5,826
en,Screaming in High Heels: The Rise & Fall of the Scream Queen Era,1.132,5,6.7,14,63.0,Documentary,6.8,246
en,Redemption Road,1.128,8,4.7,6,95.0,Drama,5.8,479
en,"The Strange History of Don't Ask, Don't Tell",1.125,9,7.0,1,85.0,"Documentary,History",7.7,160
en,Twelve Thirty,1.124,1,7.0,1,126.0,Drama,4.5,193
en,Memphis Heat: The True Story of Memphis Wrasslin',1.124,2,5.0,1,91.0,Documentary,7.9,62
en,Cherry Bomb,1.12,6,3.0,8,82.0,Action,3.4,624
en,Cherry Bomb,1.12,6,3.0,8,88.0,"Action,Comedy,Horror",4.7,15
en,Ecstasy,1.103,6,3.8,4,96.0,"Drama,Thriller",4.3,721
en,Ecstasy,1.103,6,3.8,4,99.0,"Drama,Romance",5.2,1672
en,Ecstasy,5.335,8,5.0,19,96.0,"Drama,Thriller",4.3,721
en,Ecstasy,5.335,8,5.0,19,99.0,"Drama,Romance",5.2,1672
en,Ecstasy,0.6,6,7.0,1,96.0,"Drama,Thriller",4.3,721
en,Ecstasy,0.6,6,7.0,1,99.0,"Drama,Romance",5.2,1672
en,Universal Squadrons,1.093,11,3.8,4,84.0,"Action,Thriller",4.6,557
en,Soul Boy,1.091,1,7.2,5,61.0,Drama,6.7,331
he,Ha-shoter,1.089,10,5.9,12,105.0,Drama,6.2,766
en,Pulsar,1.088,1,5.5,6,91.0,"Drama,Mystery,Romance",5.3,428
en,Warren Ellis: Captured Ghosts,1.085,11,7.4,4,79.0,Documentary,7.2,80
en,Silver Bullets,1.085,10,5.5,4,69.0,Horror,5.2,268
en,Isolation,1.085,10,5.3,4,88.0,Thriller,4.5,215
en,Isolation,1.085,10,5.3,4,86.0,"Action,Thriller",4.7,742
en,Isolation,2.738,10,5.2,12,88.0,Thriller,4.5,215
en,Isolation,2.738,10,5.2,12,86.0,"Action,Thriller",4.7,742
en,Vito,1.072,10,8.2,5,93.0,"Biography,Documentary,History",8.1,451
en,Bashment,1.07,6,7.8,5,110.0,Drama,6.0,140
en,(A)sexual,1.065,1,5.3,13,75.0,Documentary,6.1,682
en,The Disco Exorcist,1.062,10,4.6,4,80.0,"Comedy,Horror",4.1,219
en,Living Will...,1.058,10,4.4,6,101.0,Comedy,4.6,566
en,Gone,1.057,6,5.1,7,85.0,Documentary,6.5,104
en,Gone,1.057,6,5.1,7,94.0,"Action,Adventure,Drama",5.9,39482
en,Gone,1.057,6,5.1,7,50.0,Drama,6.6,7
en,Gone,8.938,2,6.0,640,85.0,Documentary,6.5,104
en,Gone,8.938,2,6.0,640,94.0,"Action,Adventure,Drama",5.9,39482
en,Gone,8.938,2,6.0,640,50.0,Drama,6.6,7
en,The Black Power Mixtape 1967-1975,1.056,9,7.7,9,100.0,"Documentary,History",7.6,1671
es,Mi Último Round,1.053,4,5.4,5,110.0,"Drama,Romance,Sport",6.7,278
en,Company,1.045,6,7.9,10,145.0,"Comedy,Drama,Musical",7.6,981
en,Paranormal Incident,1.041,10,2.9,9,82.0,"Horror,Sci-Fi",2.9,799
en,Last Days Here,1.034,4,7.6,14,91.0,"Documentary,Music",7.5,1641
en,Silent Witness,1.033,1,6.6,5,72.0,Documentary,8.4,14
en,Pimp Bullies,1.033,6,3.7,3,78.0,"Action,Crime,Thriller",3.2,205
en,El Bulli: Cooking in Progress,1.025,9,5.0,3,108.0,Documentary,6.3,1035
en,Revenge of the Electric Car,1.023,10,6.7,12,90.0,Documentary,7.2,1692
en,Fubar II,1.018,4,6.5,11,85.0,Comedy,6.7,1440
en,Where Soldiers Come From,0.996,9,6.0,4,92.0,Documentary,7.0,213
en,Sanctioned to Die,0.995,7,5.5,1,90.0,"Action,Crime,Drama",4.0,102
en,Fugue,0.994,1,6.0,1,90.0,"Horror,Thriller",6.0,67
fr,Illégal,0.991,3,7.3,10,90.0,Drama,6.8,832
en,Jamie and Jessie Are Not Together,0.983,6,4.8,7,95.0,"Comedy,Musical,Romance",5.1,192
en,Something Ventured,0.981,4,6.7,12,84.0,"Biography,Documentary,History",7.0,634
en,Babies Behind Bars,0.981,3,6.0,4,59.0,"Documentary,Drama,News",7.0,5
en,VS: The Movie,0.981,1,1.5,4,88.0,Action,2.1,68
en,Crime After Crime,0.965,7,5.5,4,95.0,"Biography,Crime,Documentary",7.6,455
en,The Sacred Science,0.965,5,5.4,4,77.0,"Adventure,Documentary,Drama",7.1,216
en,Art History,0.965,9,4.0,4,74.0,Drama,4.8,196
en,The Ascension,0.962,11,8.0,1,93.0,"Drama,Horror",4.5,34
en,Rescue,0.958,6,4.7,3,45.0,Documentary,6.5,76
en,On the Shoulders of Giants,0.94,2,6.0,2,90.0,Documentary,7.0,158
en,The Lamp,0.935,8,4.7,3,96.0,"Drama,Family",6.0,359
te,Nenu Naa Rakshasi,0.933,4,5.3,3,140.0,"Action,Drama",5.0,384
en,The One,0.931,10,5.5,5,89.0,"Comedy,Drama,Romance",5.0,681
en,Wild Card,0.917,1,8.0,1,92.0,"Action,Crime,Drama",5.6,46463
en,Wild Card,22.504,1,5.5,930,92.0,"Action,Crime,Drama",5.6,46463
en,White Irish Drinkers,0.916,3,6.3,11,109.0,Drama,6.8,1698
en,"Connected: An Autoblogography About Love, Death & Technology",0.913,1,4.0,2,82.0,Documentary,5.7,326
he,Chatulim Al Sirat Pedalim,0.911,10,6.0,1,87.0,"Comedy,Fantasy,Horror",5.7,73
en,Falls the Shadow,0.907,1,2.9,6,93.0,"Action,Horror,Thriller",3.5,116
en,Once I Was a Champion,0.905,6,7.0,2,93.0,Documentary,7.5,213
en,The Desert of Forbidden Art,0.905,3,6.0,2,80.0,"Adventure,Biography,Documentary",7.7,181
en,Blaze Foley: Duct Tape Messiah,0.905,4,5.3,2,74.0,"Documentary,Music",8.3,65
en,Bang Bang,0.905,5,4.3,2,102.0,Drama,7.6,45
en,Bang Bang,0.905,5,4.3,2,153.0,"Action,Adventure,Comedy",5.5,19878
en,Limelight,0.904,9,5.3,5,103.0,Documentary,6.7,414
en,Limelight,0.904,9,5.3,5,90.0,Drama,6.4,47
en,300 Killers,0.904,1,2.0,2,75.0,"Action,Horror,Thriller",2.0,156
en,The Swell Season,0.899,4,6.4,9,91.0,"Documentary,Music,Romance",6.9,717
en,My Own Private River,0.895,9,8.3,6,101.0,Documentary,7.5,260
en,Buffering,0.895,4,6.5,6,80.0,Comedy,4.8,437
en,Treatment,0.883,1,5.0,1,87.0,"Comedy,Drama",4.3,50
en,The Undefeated,0.88,7,1.8,7,118.0,"Biography,Documentary",2.2,1875
en,The Bengali Detective,0.879,4,10.0,1,110.0,Documentary,6.6,166
en,Battle for Brooklyn,0.879,6,5.0,1,93.0,"Documentary,Drama",7.1,119
en,The Space Between,0.876,9,6.8,8,90.0,Drama,6.6,616
en,The Space Between,0.876,9,6.8,8,85.0,"Drama,Romance",6.5,17
en,The Space Between,0.876,9,6.8,8,100.0,Drama,6.3,54
en,The Space Between,0.876,9,6.8,8,90.0,"Comedy,Drama",7.7,70
en,Wretches & Jabberers,0.875,4,8.0,1,90.0,"Biography,Comedy,Documentary",8.1,87
en,Mother's Red Dress,0.875,9,7.0,1,84.0,"Drama,Romance,Thriller",7.0,58
en,A Norml Life,0.875,8,7.0,1,60.0,Documentary,6.6,68
en,Turkey Bowl,0.875,6,7.0,1,62.0,"Comedy,Sport",6.3,86
en,The War of 1812,0.875,10,6.0,1,120.0,"Drama,War",7.5,102
en,The Perfect Gift,0.875,11,4.0,1,90.0,"Comedy,Drama,Music",3.8,45
en,In God We Teach,0.875,11,4.0,1,62.0,Documentary,6.8,31
en,Red River,0.875,5,0.0,1,77.0,Horror,2.3,179
en,Curtain,0.874,1,7.0,1,74.0,"Horror,Mystery,Sci-Fi",4.7,433
en,Bomb Squad,0.874,2,7.0,1,83.0,Action,3.7,149
en,Sal,0.873,11,4.8,4,114.0,"Drama,Western",5.2,139
en,Sal,0.873,11,4.8,4,103.0,"Biography,Drama",4.6,359
en,Open Gate,0.868,1,5.9,5,104.0,Drama,6.6,168
en,The Time Machine (I Found at a Yardsale),0.868,8,1.0,3,84.0,Sci-Fi,1.1,126
de,Kinder,0.84,11,10.0,1,65.0,Documentary,6.5,10
en,The Human War,0.84,2,9.0,1,76.0,Drama,6.9,14
en,The Last Mountain,0.84,6,9.0,2,95.0,Documentary,7.8,265
en,Someplace with a Mountain,0.84,4,8.0,1,51.0,"Adventure,Biography,Documentary",7.8,17
en,No Look Pass,0.84,6,8.0,1,87.0,"Biography,Documentary,Family",7.4,47
en,An Inconvenient Tax,0.84,4,7.0,1,78.0,Documentary,7.0,106
en,Taion,0.84,9,7.0,1,72.0,"Drama,Romance",5.6,10
en,Patriocracy,0.84,11,6.8,2,90.0,Documentary,6.7,191
en,Back to Space-Con,0.84,2,6.5,1,74.0,Documentary,9.0,7
en,Adventures of Serial Buddies,0.84,9,6.3,2,91.0,Comedy,6.9,855
sv,Änglavakt,0.84,1,6.2,3,94.0,Drama,5.1,441
en,Rocky Mountain Express,0.84,9,6.0,1,46.0,Documentary,7.8,192
en,13th Sign,0.84,10,6.0,1,98.0,Horror,7.1,64
en,A Perfect Life,0.84,9,6.0,1,90.0,Thriller,5.3,50
en,A Perfect Life,0.84,9,6.0,1,87.0,"Drama,Mystery",8.7,10
en,Holy Night!,0.84,1,6.0,1,90.0,"Animation,Comedy",6.1,55
en,Sold,0.84,3,6.0,1,94.0,Drama,6.9,1342
en,Sold,1.932,4,6.9,22,94.0,Drama,6.9,1342
en,Little Big Panda,0.84,2,6.0,2,88.0,Animation,5.4,104
en,Amy George,0.84,4,5.5,4,95.0,Drama,5.8,109
en,Renée,0.84,10,4.8,3,79.0,Documentary,6.6,81
en,Amigo,0.84,8,4.8,4,124.0,"Drama,War",5.9,514
hi,Luv Ka the End,0.84,5,4.5,10,106.0,"Comedy,Drama",4.9,1264
en,Delivered,0.84,11,4.0,1,90.0,"Crime,Thriller",5.6,155
en,Chantrapas,0.84,4,3.5,2,122.0,Drama,6.2,280
en,Over the Edge,0.84,1,3.3,3,74.0,"Crime,Drama,Romance",3.6,71
en,Heaven Strewn,0.84,5,3.0,1,78.0,"Crime,Drama,Thriller",3.1,196
en,Lilith,0.84,10,2.0,2,98.0,Horror,5.6,95
en,Lilith,0.84,10,2.0,2,90.0,Horror,3.9,84
en,Lilith,2.063,7,3.0,1,98.0,Horror,5.6,95
en,Lilith,2.063,7,3.0,1,90.0,Horror,3.9,84
en,Cowboys & Indians,0.84,1,1.5,2,86.0,"Adventure,Family,Western",2.5,170
en,The Ghost of Saint Aubin,0.84,9,1.0,1,80.0,"Crime,Drama,Sci-Fi",3.8,31
en,Devil's Crossing,0.84,5,1.0,1,75.0,"Action,Horror,Western",3.4,75
en,Level Up,0.835,11,5.0,8,84.0,"Action,Thriller",4.4,1152
en,Level Up,2.266,8,4.7,30,84.0,"Action,Thriller",4.4,1152
